human_name,zebrafish_name
DYRK4,dyrk4
CDK5R1,cdk5r1a
CDK5R1,cdk5r1b
XPO7,xpo7
RFPL3,hhla2a.2
RFPL3,hhla2b.2
RFPL3,hhla2b.1
RFPL3,hhla2a.1
RFPL3,BX901922.1
RFPL3,CR382337.1
RFPL3,CR382337.2
RFPL3,zgc:112965
RFPL3,BX323882.1
RFPL3,si:ch73-1f23.1
RFPL3,CABZ01074886.1
RFPL3,CABZ01074888.1
RFPL3,FP015862.4
RFPL3,si:dkey-219e21.4
RFPL3,zgc:195001
RFPL3,BX957278.1
SPACA9,spaca9
PDCD4,pdcd4b
DLL1,dld
DLL1,dla
ARHGDIG,arhgdig
COG3,cog3
WDR78,wdr78
NDUFA10,ndufa10
INPP4B,inpp4b
IQCB1,iqcb1
IQCB1,BX119909.1
AP3M1,ap3m1
CAMKV,camkva
CAMKV,camkvb
CENPJ,cenpj
TEKT3,tekt3
HLF,hlfb
HLF,hlfa
AC004754.1,fam234a
TP63,tp63
GSTA1,gstp2
CDC45,cdc45
RNU2-42P,RF00004
SNORD1C,RF00213
RF01225,RF01225
RF01225,RF01225
MIR128-1,dre-mir-128-1
MIR219A2,dre-mir-219-2
MIR218-2,dre-mir-218a-1
RNU4ATAC13P,RF00618
RNU4ATAC13P,RF00618
RMRP,RF00030
MIR15B,dre-mir-15c
SNORD94,RF00613
SNORD94,RF00613
RF00156,RF00156
MIR218-1,dre-mir-218a-2
MIR129-2,BX927136.1
MIR129-2,dre-mir-129-1
MIR129-2,dre-mir-129-2
RF01233,RF01233
RF01233,RF01233
MIR148A,dre-mir-148
SNORA74C-1,RF00090
RF00090,RF00090
RNU4ATAC6P,RF00618
RNU4ATAC6P,RF00618
MIR133A1,dre-mir-133a-1
RNU4ATAC2P,RF00618
RNU4ATAC2P,RF00618
RF00070,RF00070
RF00322,RF00322
RF00322,RF00322
ERO1A,ero1a
AP3M2,ap3m2
TXNL1,txnl1
CADM1,zgc:174863
THAP6,CABZ01041962.1
THAP6,ftr97
THAP6,si:dkey-60a16.1
THAP6,si:ch211-262i1.5
THAP6,si:ch211-9d9.1
THAP6,CR388055.1
THAP6,CABZ01005857.1
THAP6,si:dkey-56d12.4
THAP6,BX511129.2
THAP6,si:dkey-20i10.7
THAP6,zgc:113019
THAP6,si:ch211-69l10.4
THAP6,si:dkey-50i6.5
THAP6,zgc:163143
THAP6,zgc:153292
AXL,AXL
TMEM163,tmem163b
TMEM163,tmem163a
HSDL2,hsdl2
PKM,pkmb
PKM,pkma
SNX9,snx9b
SNX9,snx9a
IGHV2-70,ighv4-1
IGHV2-70,ighv8-2
IGHV2-70,ighv8-1
HIGD2A,higd2a
ELF4,ets2
ELF4,etv2
ELF4,etv5b
ELF4,etv5a
MGAM2,si:ch73-12o23.1
MGAM2,CABZ01088484.1
MGAM2,si:ch211-236l14.4
IGHV1-69-2,ighv2-1
IGHV1-69-2,ighv2-3
IGHV1-69-2,ighv2-2
IGHV1-69-2,si:ch211-180a12.2
CHRM1,chrm1a
GPATCH4,gpatch4
S100A7,s100s
S100A7,s100a10a
S100A7,s100t
TOMM22,tomm22
S100A8,s100s
S100A8,s100a10a
S100A8,s100t
YRDC,yrdc
UNG,unga
AC003005.1,CABZ01079241.1
AC003005.1,zfx
GOT1L1,got1l1
CRNN,s100s
CRNN,s100a10a
CRNN,s100t
MAPKAPK5,mapkapk5
LRRC52,si:dkey-52j6.3
LRRC52,CABZ01112864.1
NR4A2,nr4a2a
RXRG,rxrgb
RXRG,CABZ01020455.1
PTBP3,ptbp3
EGF,egf
SUPT7L,supt7l
SLC25A36,slc25a36a
SLC25A36,slc25a36b
ATP6V1E2,atp6v1e1b
ATP6V1E2,atp6v1e1a
SASS6,sass6
FUS,fus
GFRA1,gfra1b
GFRA1,gfra1a
PDE1C,CABZ01067973.1
MMP1,LO018336.1
MMP1,mmp13a
MMP1,mmp13a
CDT1,cdt1
NAT8,si:ch211-195e19.1
NAT8,CR559945.2
DIP2C,dip2ca
APEX2,apex2
PRDM4,prdm4
SLC25A43,slc25a43
PRRT4,si:dkey-31f5.11
PRRT4,prrt4
TYRO3,tyro3
HCN2,hcn2b
RBM28,rbm28
SVOPL,svopl
TBC1D12,AL935174.2
TBC1D12,tbc1d12b
UPP1,upp1
LEFTY1,lft2
LEFTY1,lft1
HIST2H4B,zgc:165555
RGL3,rgl3a
RGL3,rgl2
C1RL,f9a
C1RL,habp2
CUX2,cux2b
FABP2,fabp2
TNFRSF14,tnfrsf1b
TNFRSF14,tnfrsfa
TNFRSF14,hdr
TNFRSF14,cd40
TNFRSF14,tnfrsf11a
NAGA,naga
RNASEH2A,rnaseh2a
IL17F,il17a/f3
IL17F,si:dkey-66g10.2
IL17F,il17a/f1
CD96,si:ch1073-15f19.2
MDM2,mdm2
PI4KB,pi4kb
TSC22D3,TSC22D3
TSC22D3,zgc:64189
DOCK10,dock10
PSD2,psd2
SOCS3,socs3b
MFSD10,CABZ01045212.1
MFSD10,im:7160594
MFSD10,si:ch211-38m6.6
MFSD10,mfsd10
MFSD10,hiat1a
PEX6,pex6
SLC30A10,slc30a10
SNX7,snx7
C7orf50,zmp:0000000624
KIAA1211,si:dkeyp-117h8.2
LANCL2,lancl2
PSME2,psme2
ADAMTS7,ADAMTS7
SYT10,syt10
EGR4,egr4
EGR4,egr1
EGR4,egr2a
NRDC,nrd1a
NRDC,nrd1b
RLF,rlf
PSG2,si:dkey-250k15.10
PSG2,si:dkey-11o1.3
PSG2,cxcr3.1
PSG2,zgc:198329
PSG2,si:dkey-250k15.9
PSG2,si:dkey-11o1.2
PSG2,si:ch211-264f5.6
PSG2,si:dkey-250k15.7
CDY2A,cdyl
ERGIC1,ergic1
PRLR,prlrb
PRLR,prlra
ZSWIM5,zswim5
PNN,pnn
NKAIN4,nkain4
MINPP1,minpp1b
MINPP1,minpp1a
SARNP,sarnp
PEX10,pex10
TRA2B,tra2b
PDE6G,pde6gb
SNRPC,snrpc
SEMA3A,sema3ab
ST3GAL3,st3gal3b
ST3GAL3,st3gal3a
ZNF569,si:ch211-148l7.4
ZNF569,zgc:66472
CD63,cd63
UBE2S,ube2s
UNC5B,unc5b
ANGEL2,angel2
PCBD1,pcbd1
ZCCHC13,cnbpa
ZCCHC13,cnbpb
MAGED2,ndnl2
VASH2,vash2
PSG8,si:dkey-250k15.10
PSG8,si:dkey-11o1.3
PSG8,cxcr3.1
PSG8,zgc:198329
PSG8,si:dkey-250k15.9
PSG8,si:dkey-11o1.2
PSG8,si:ch211-264f5.6
PSG8,si:dkey-250k15.7
NSL1,nsl1
GMIP,gmip
ATP13A5,si:dkey-28b4.8
ATP13A5,atp1a3a
ATP13A5,atp1a3b
YTHDF1,ythdf1
CLEC2A,si:dkey-26c10.5
CLEC2A,si:ch211-170d8.8
CLEC2A,BX682234.1
CLEC2A,si:ch211-193e13.5
TOP3A,top3a
PTH1R,pth1ra
USP15,CABZ01074307.2
CEL,cel.2
CEL,cel.1
GNL3L,gnl3l
TMEM132E,tmem132e
TMEM223,tmem223
TAS2R14,tas2r200.1
TAS2R14,tas2r200.2
TINAG,ctsbb
TINAG,ctss1
TINAG,tinagl1
TINAG,ctsl.1
NBEA,nbeaa
BCLAF3,zgc:112982
MAFF,maff
CRABP1,crabp1a
CRABP1,crabp1b
RAVER1,raver1
CABIN1,si:ch73-313l22.2
CABIN1,cabin1
EIF4E2,eif4e2
NACAD,nacad
CHRNG,chrng
HNRNPD,hnrnpd
MAGEB2,ndnl2
DNTTIP2,dnttip2
CTNND1,ctnnd1
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00568,RF00568
SNORA16B,RF00190
SNORA16B,RF00190
RPPH1-2P,RF00009
RPPH1-2P,RF00009
RPPH1-2P,RF00009
RF00150,RF00150
MIRLET7G,dre-let-7j
MIR122,dre-mir-122
MIR196A2,mir196a-1
MIR196A2,mir196c
SNORA27,RF00443
MIR192,dre-mir-192
SNORA78,RF01225
SNORA78,RF01225
RF00568,RF00568
RF01233,RF01233
RF01233,RF01233
SNORA30B,RF00415
SNORA30B,RF00415
SNORA30B,RF00415
SNORA30B,RF00415
SNORD12B,RF00581
SNORD12B,RF00581
SNORD12B,RF00581
SNORD12B,RF00581
SNORD12B,RF00581
RNU4-68P,RF00015
RNU4-68P,RF00015
RNU4-68P,RF00015
MIR138-2,dre-mir-138-1
IKZF4,ikzf4
RHBDL3,rhbdl3
SLC25A47,slc25a47a
SLC25A47,slc25a47b
ZFYVE16,plekhf1
SUSD6,susd6
TAC3,tac3a
ANGPTL3,angptl3
NOC4L,noc4l
TSHZ3,tshz3b
BBOF1,si:ch211-243o19.4
F12,f9a
USP36,usp36
JMY,JMY
FPGT,fpgt
TDRD10,tdrkh
VWA7,vwa7
TMCO6,tmco6
PTX3,ptx3b
PTX3,ptx3a
DLK2,dlk2
ATP1A2,atp1a2a
KCNG4,kcng4b
KCNG4,kcng4a
AHI1,ahi1
GIT2,git2a
GIT2,git2b
ZBTB24,zbtb24
TAC1,tac4
TAC1,tac1
GGPS1,ggps1
ANKRD13C,ankrd13c
AACS,aacs
TCP1,tcp1
TRDC,ighv2-1
TRDC,ighv2-3
TRDC,ighv2-2
TRDC,ighv9-1
TRDC,ighv9-3
TRDC,ighv9-4
TRDC,ighv6-2
TRDC,si:ch211-180a12.2
RAC1,rac1a
RAC1,RAC1
RAC1,rac1b
CRIP3,crip3
EIF4G1,CABZ01085052.1
TRAV20,nitr1b
TRAV20,nitr1k
TRAV20,nitr1f
TRAV20,nitr1b
TRAV20,CU179759.1
TRAV20,nitr1i
TRAV20,nitr1m
TRAV20,CU672228.1
TRAV20,nitr1b
TRAV20,nitr2b
TRAV20,nitr2a
TRAV20,nitr9
TRAV20,nitr13
TRAV20,nitr4a
TRAV20,nitr5
TRAV20,nitr3a
TRAV20,nitr3c
TRAV20,nitr12
EEF1AKNMT,mettl13
SYTL3,sytl3
MTFR1,mtfr1
VAMP4,vamp4
DMAC2,si:ch1073-228b5.2
OPN1MW2,opn1lw2
OPN1MW2,opn1lw1
LRRC71,si:ch211-81a5.5
TRAPPC2L,trappc2l
CYP2F1,cyp2x8
CYP2F1,cyp2x6
CYP2F1,cyp2x7
CYP2F1,cyp2x9
CYP2F1,si:dkey-286h2.3
CYP2F1,cyp2x12
CYP2F1,cyp2x10.2
CYP2F1,cyp2x10.2
DCUN1D5,dcun1d5
DDI2,ddi2
S100A6,s100s
S100A6,s100a10a
S100A6,s100t
NRP2,nrp2a
NRP2,nrp2b
IKZF5,ikzf5
CYLD,cylda
ALKBH2,alkbh2
CFP,cfp
CFP,si:ch73-237c6.1
KIAA1191,zgc:123105
DPF1,dpf1
MAGED4B,ndnl2
CHRNA4,chrna4b
CHRNA4,chrna4a
S100A11,s100a11
UCK2,uck2b
UCK2,uck2a
PSIP1,psip1b
PSIP1,psip1a
FAM168A,fam168a
ABCA8,abca5
PDE10A,pde10a
LMX1A,lmx1al
TMEM119,tmem119b
GLMP,glmp
GABRR1,gabrr1
GABRR1,GABRR1 (1 of many)
OAZ3,oaz1b
TENM2,si:ch211-12m10.1
TENM2,si:ch211-166i24.1
TENM2,TENM2
ZNF512,znf512
PPP6C,ppp6c
GABRR3,gabrr3b
GABRR3,gabrr3a
TACR2,tacr2
UPRT,uprt
CYP4V2,cyp4v8
CYP4V2,cyp4v7
RGS5,rgs5a
VPS37B,zgc:114173
VPS37B,vps37b
OCSTAMP,ocstamp
VHLL,vhl
MAP1S,map1sb
MAP1S,map1sa
GABRR2,gabrr2a
GABRR2,gabrr2b
GTDC1,gtdc1
SH3GL1,sh3gl1b
SH3GL1,sh3gl1a
KAT6A,kat6a
MRPL9,mrpl9
NUF2,nuf2
UBE2J1,ube2j1
RRAGD,rragca
PHLDA1,phlda1
RPS6KA1,rps6ka1
MECP2,mecp2
NKD1,nkd1
BRAP,brap
SARS,sars
CA14,ca14
KIAA1841,si:ch211-189k9.2
FUT8,fut8b
FUT8,fut8a
LRRCC1,lrrcc1
SLC3A2,slc3a2a
SLC3A2,zgc:158423
SLC3A2,slc3a2b
ISCU,iscub
ISCU,ISCU (1 of many)
GK2,GK3P
TMEM26,tmem26a
TMEM26,tmem26b
HBS1L,hbs1l
STAT6,stat6
SLC44A4,slc44a4
LRP1,lrp1aa
LRP1,lrp1ab
NAB2,nab2
EFNA1,efna1a
EFNA1,efna1b
EFNA3,efna3b
EI24,ei24
AL691442.1,efna3b
GOLGA5,golga5
C17orf75,zgc:153240
PMEL,pmela
PMEL,pmelb
B4GALT3,b4galt3
INTS11,ints11
AC098582.1,herc3
SERINC5,serinc5
ANKLE2,ankle2
PXMP2,pxmp2
KLF17,klf2b
KLF17,klf2a
KLF17,si:ch211-117k10.3
KLF17,sp5l
KLF17,klf17
KLF17,klf1
KLF17,zgc:153115
KLF17,klf13
KLF17,klf5l
PRSS2,prss1
ABCA1,abca1a
ABCA1,abca1b
RGL1,rgl1
ARPC5,arpc5b
ARPC5,arpc5a
VRK3,vrk3
GPD1,gpd1b
GPD1,gpd1a
GLUL,glula
GLUL,glulb
MEGF9,si:ch211-158d24.2
MEGF9,si:dkey-220k22.1
MEGF9,lama4
MEGF9,lamc3
MEGF9,lamc1
MEGF9,CABZ01083546.1
MEGF9,ntn5
EFNA5,efna5b
EFNA5,efna5a
WASF2,wasf2
GPR63,gpr63
GLT1D1,glt1d1
AK9,ak9
ANGPTL1,angptl1b
ANGPTL1,angptl1a
SLC39A4,slc39a4
FCRL6,zgc:154125
FCRL6,si:ch1073-66l23.1
MANEA,manea
HES2,hes2.1
HES2,hes2.2
ACOT6,acot20
ACOT6,acot21
ACOT6,acot22
TXNDC9,txndc9
SLC35F3,slc35f3a
SLC35F3,slc35f3b
KIF17,kif17
UIMC1,BX649250.1
SP100,ubtfl
SP100,ubtf
ZDHHC17,zdhhc17
RC3H1,rc3h1b
RC3H1,rc3h1a
MAP3K19,map3k19
LHX5,lhx5
NUDC,nudc
ZNF256,CABZ01079241.1
ZNF256,zfx
CYTH3,cyth3a
CYTH3,si:ch211-189a21.1
CYTH3,cyth1a
SFN,ywhaqb
SFN,ywhaqa
PRDM5,prdm5
BMPR2,bmpr2b
BMPR2,bmpr2a
RASGEF1A,rgl2
PRRX1,prrx1a
PRRX1,prrx1b
TRAV1-2,nitr1b
TRAV1-2,nitr1k
TRAV1-2,nitr1f
TRAV1-2,nitr1b
TRAV1-2,CU179759.1
TRAV1-2,nitr1i
TRAV1-2,nitr1m
TRAV1-2,CU672228.1
TRAV1-2,nitr1b
TRAV1-2,nitr2b
TRAV1-2,nitr2a
TRAV1-2,nitr9
TRAV1-2,nitr13
TRAV1-2,nitr4a
TRAV1-2,nitr5
TRAV1-2,nitr3a
TRAV1-2,nitr3c
TRAV1-2,nitr12
SLC27A3,CT027815.1
NME1-NME2,nme2a
NME1-NME2,CABZ01038709.1
NME1,nme2b.1
NME1,nme2b.2
TRMT13,trmt13
SEPT8,sept8b
SEPT8,sept8a
RET,ret
NOD2,nod2
SYPL2,sypl2b
SYPL2,sypl2a
ZNF773,CABZ01079241.1
ZNF773,zfx
ADRB3,adrb3b
ADRB3,adrb3a
HTT,htt
ZNF142,znf142
AC118553.2,hiat1b
GATD3B,gatd3a
PON2,pon2
PON2,pon1
PON2,pon3.2
PON2,pon3.2
DDR2,ddr2a
DDR2,ddr2b
PMS2,pms2
UAP1,uap1
COQ8A,coq8a
COQ8A,COQ8A (1 of many)
SLC25A44,slc25a44b
SLC25A44,slc25a44a
POLQ,polq
CORO6,coro6
SLC25A5,slc25a5
CNR1,cnr1
GRK4,grk4
USPL1,uspl1
GJA3,gja3
ATF6,atf6
RRH,rrh
HEXIM1,hexim1
SNORA3B,RF00334
SNORA3B,RF00334
SNORA3B,RF00334
RF01233,RF01233
RF01233,RF01233
RNU4-58P,RF00015
RNU4-58P,RF00015
RNU4-58P,RF00015
MIR24-2,dre-mir-24-3
MIR24-2,dre-mir-24-1
SNORD11B,RF01192
SNORD11B,RF01192
VTRNA3-1P,RF00006
RF00150,RF00150
RF00091,RF00091
RNU4-27P,RF00015
RNU4-27P,RF00015
RNU4-27P,RF00015
AC136352.3,cxadr
MSTO1,msto1
TMEM38B,CABZ01079427.1
WDR36,wdr36
POLD1,pold1
MDH1B,mdh1b
BTBD7,btbd7
DYTN,dytn
ERBB3,erbb3b
ERBB3,erbb3a
TRIM46,trim46b
TRIM46,trim46a
RPS11,rps11
RPS11,si:dkey-159f12.2
MSH4,msh4
HNF1A,hnf1a
CABP1,cabp1a
CABP1,cabp1b
CDK2,cdk2
ERH,erh
SLC25A29,slc25a29
SLC25A29,SLC25A29
USP21,usp21
UFC1,ufc1
HMCN1,hmcn1
CD244,CR381673.2
CD244,CR381673.1
CD244,si:dkey-11f4.20
CD244,si:ch211-209f23.6
CD244,si:dkey-53k12.1
GMFB,gmfb
ERICH3,erich3
CYB5B,cyb5b
COPA,copa
FH,CABZ01084963.1
FH,fh
HEPACAM,hepacama
HEPACAM,CU929418.2
TAOK3,taok3b
ACBD6,acbd6
FPGT-TNNI3K,tnni3k
UNC13B,UNC13B
RASGRP4,rasgrp4
COQ3,coq3
WSB2,wsb2
DCAF17,dcaf17
PEA15,pea15
CDKN3,cdkn3
RAN,ran
TRIM55,trim55b
TRIM55,trim55a
WNT10A,wnt10a
BNIPL,bnipl
DAGLB,daglb
TUBB1,tubb1
TLK1,tlk1b
TLK1,tlk1a
CADM3,cadm3
WDTC1,wdtc1
SRSF11,srsf11
TARBP1,si:dkey-85a20.4
TARBP1,si:dkey-85a20.4
BRI3BP,bri3bp
APOF,apof
PSMG3,psmg3
CACYBP,cacybp
MSH5-SAPCD1,msh5
GSKIP,gskip
ZBTB37,zbtb37
PSMD2,psmd2
CD1E,CR339041.2
CD1E,mhc1lfa
CD1E,CR339041.1
CD1E,mhc1lia
CD1E,mhc1lba
CD1E,si:dkey-52p2.5
CD1E,mhc1lda
CD1E,si:dkey-225f5.5
CD1E,mhc1laa
CD1E,CR339041.3
CD1E,mhc1lja
CD1E,si:ch211-147g22.4
CD1E,mhc1lga
CD1E,mhc1lla
TTBK1,ttbk2b
TTBK1,ttbk2a
TRNP1,si:ch211-160f23.7
FERMT2,fermt2
GUCY1A1,gucy1a1
SP140L,ubtfl
SP140L,ubtf
NR0B2,nr0b2a
NR0B2,nr0b2b
CD1D,CR339041.2
CD1D,mhc1lfa
CD1D,CR339041.1
CD1D,mhc1lia
CD1D,mhc1lba
CD1D,si:dkey-52p2.5
CD1D,mhc1lda
CD1D,si:dkey-225f5.5
CD1D,mhc1laa
CD1D,CR339041.3
CD1D,mhc1lja
CD1D,si:ch211-147g22.4
CD1D,mhc1lga
CD1D,mhc1lla
PGAM4,pgam1a
PGAM4,pgam1b
TMEM229B,tmem229b
CD5L,si:dkey-14d8.20
CD5L,si:ch73-127m5.1
CD5L,si:ch211-51a6.2
AIFM1,aifm1
SLC46A2,slc46a2
CCNT2,ccnt2a
CCNT2,ccnt2b
SFT2D2,sft2d2a
SFT2D2,sft2d2b
GPR161,si:ch211-237c6.4
GPR161,gpr161
ZDHHC14,zdhhc14
RNF19A,rnf19a
TACR1,tacr1b
TACR1,tacr1a
AC010327.1,dnaaf3l
AC010327.1,dnaaf3
COL11A2,col11a2
RPS6KA2,rps6ka2
RCC1L,rcc1l
MEF2D,mef2d
EVPLL,evpla
EVPLL,evplb
FGF16,fgf16
TAGLN3,tagln3a
DUSP27,dusp27
NAA25,naa25
TBL1Y,tbl1x
CYP2B6,cyp2x8
CYP2B6,cyp2x6
CYP2B6,cyp2x7
CYP2B6,cyp2x9
CYP2B6,si:dkey-286h2.3
CYP2B6,cyp2x12
CYP2B6,cyp2x10.2
CYP2B6,cyp2x10.2
ALDH2,aldh2.2
ALDH2,aldh2.1
ALDH2,CABZ01032488.1
AC002996.1,aldh2.2
AC002996.1,aldh2.1
AC002996.1,CABZ01032488.1
DNAJC3,dnajc3a
KLKB1,f9a
KLKB1,habp2
TMEM79,tmem79a
TMEM79,tmem79b
DRC7,ccdc135
HIP1R,hip1ra
HIP1R,hip1rb
NSRP1,nsrp1
GPN1,gpn1
ARRDC1,arrdc1b
RNGTT,rngtt
MFSD14C,CU856539.1
MFSD14C,si:ch211-87m7.2
CSRP3,csrp3
CMKLR1,cmklr1
CMKLR1,CMKLR1 (1 of many)
CMKLR1,CMKLR1 (1 of many)
EGLN2,egln2
TAS2R38,tas2r200.1
TAS2R38,tas2r200.2
ARMC2,armc2
PINLYP,ly6m6
PINLYP,si:ch211-134a4.6
PINLYP,ly6m7
PINLYP,ly6m4
PINLYP,ly6m5
PINLYP,ly6m3
PINLYP,ly6m2
PINLYP,si:dkey-102g19.3
PINLYP,negaly6
ALOX5AP,alox5ap
MAPK8IP1,MAPK8IP1 (1 of many)
MAPK8IP1,mapk8ip1a
DUSP12,dusp12
CLDN10,CABZ01067558.1
CLDN10,cldn10b
CLDN10,si:ch211-181l5.2
CLDN10,cldn10a
KRR1,krr1
RIMS1,rims1a
ANKRD55,ankrd55
IGHV4-31,ighv4-1
IGHV4-31,ighv8-2
IGHV4-31,ighv8-1
MED7,med7
LTA,tnfb
LTA,tnfa
MPPE1,mppe1
MAX,max
FCGR2A,zgc:154125
FCGR2A,si:ch1073-66l23.1
CRY1,cry1aa
CRY1,cry1ab
DHRS12,zgc:112332
DHRS12,si:dkey-73n8.3
DHRS12,si:dkey-94e7.2
DHRS12,si:ch211-165b10.3
DHRS12,zgc:113142
DHRS12,flj13639
DHRS12,rdh20
DHRS12,dhrs12
DHRS12,rdh12l
PRSS37,zgc:123217
PRSS37,si:dkeyp-93a5.3
PRSS37,si:ch73-182e20.4
PRSS37,si:dkeyp-93a5.2
PRSS37,zgc:100868
ARPC5L,arpc5lb
ARPC5L,arpc5la
PRPF19,prpf19
EPHX3,si:dkey-122a22.2
ADGRV1,adgrv1
AC068580.4,ctsd
APOLD1,si:cabz01007802.1
APOLD1,si:cabz01007807.1
APOLD1,si:rp71-1g18.13
APOLD1,apol1
STXBP5L,stxbp5l
LMLN,lmln
SPEF2,spef2
ABCB7,abcb7
UCN,uts1
DUSP21,zgc:153044
DUSP21,dusp14
DUSP21,si:ch1073-184j22.2
DUSP21,si:ch211-195b15.8
DUSP21,CABZ01097761.1
PLPPR2,plppr2b
PLPPR2,plppr2a
GPR19,gpr19
TTK,ttk
IMPDH2,impdh2
KEAP1,keap1b
TOE1,toe1
CPNE9,cpne9
KHDC4,khdc4
ESPNL,espnlb
ESPNL,espnla
SNX6,snx6
BRINP1,brinp1
ADAMTS2,adamts2
ADAMTS2,si:ch211-154c21.1
ADAMTS2,CABZ01080056.1
NLRP8,ciita
NLRP8,si:ch211-108d22.2
MTHFD1,mthfd1b
MTHFD1,mthfd1a
EAPP,eapp
PAM16,pam16
LARS2,lars2
C1orf115,zgc:194392
C1orf115,si:dkey-126g1.9
ATAD1,atad1b
TANGO6,tango6
RNF216,rnf216
SDHAF2,sdhaf2
GNG10,gng10
CLSTN3,clstn3
ORMDL2,ormdl2
ARHGAP44,si:ch211-114m9.1
ARHGAP44,arhgap44
BLVRA,blvra
MTMR8,mtmr8
TBCC,tbcc
RAB3D,rab3da
RAB3D,rab3db
DCP1A,dcp1a
CSF1R,csf1ra
CSF1R,si:zfos-1069f5.1
CSF1R,csf1rb
RPL29,rpl29
PLCH1,plch1
FSD1,fsd1
KIAA1147,si:ch211-238n5.4
SLC27A1,slc27a1b
SLC27A1,slc27a1a
ZFAND1,zfand1
ESR2,esr2b
ESR2,esr2a
RTF1,rtf1
CPA2,cpa4
CPA2,cpa2
CALHM6,calhm6
FRAS1,frem1b
GJA5,gja5b
GJA5,gja5a
TSPYL4,nap1l4a
TSPYL4,tspy
CLEC1B,si:dkey-26c10.5
CLEC1B,si:ch211-170d8.8
CLEC1B,BX682234.1
CLEC1B,si:ch211-193e13.5
BATF3,batf3
MSANTD3-TMEFF1,si:ch211-158d24.2
MSANTD3-TMEFF1,si:dkey-220k22.1
MSANTD3-TMEFF1,lama4
MSANTD3-TMEFF1,lamc3
MSANTD3-TMEFF1,lamc1
MSANTD3-TMEFF1,CABZ01083546.1
MSANTD3-TMEFF1,ntn5
MSANTD3-TMEFF1,si:dkey-202e22.2
ICE1,ice1
PSG3,si:dkey-250k15.10
PSG3,si:dkey-11o1.3
PSG3,cxcr3.1
PSG3,zgc:198329
PSG3,si:dkey-250k15.9
PSG3,si:dkey-11o1.2
PSG3,si:ch211-264f5.6
PSG3,si:dkey-250k15.7
TSPAN10,tspan10
HEATR6,heatr6
ATF3,atf3
TAAR1,CABZ01042675.1
TAAR1,taar10c
TAAR1,taar10
TAAR1,taar10d
TAAR1,taar10b
TAAR1,taar10c
TAAR1,taar11
TAAR1,taar10a
COL23A1,col7a1l
COL23A1,CABZ01074130.1
COL23A1,si:dkey-117n7.4
KLRF2,si:dkey-26c10.5
KLRF2,si:ch211-170d8.8
KLRF2,BX682234.1
KLRF2,si:ch211-193e13.5
NENF,nenf
IGSF22,igfn1.1
IGSF22,igfn1.2
IGSF22,igfn1.3
IGSF22,igfn1.4
ASCL1,ascl1a
CLEC2B,si:dkey-26c10.5
CLEC2B,si:ch211-170d8.8
CLEC2B,BX682234.1
CLEC2B,si:ch211-193e13.5
FRK,frk
TAAR5,taar13d
TAAR5,taar13e
TAAR5,taar13c
TAAR5,taar13b
TAAR5,taar13a
GPR39,gpr39
ERLIN2,ch25hl3
ERLIN2,erlin2
TKT,tkta
SNORA37,RF00415
SNORA37,RF00415
SNORA37,RF00415
SNORA37,RF00415
SNORA36A,RF00340
MIR10B,dre-mir-10b-1
MIR10B,dre-mir-10d
SNORD36A,RF00049
SNORA68B,RF00263
RF00284,RF00284
RF00191,RF00191
RF00191,RF00191
RF00191,RF00191
RF00591,RF00591
RF00591,RF00591
MIR199B,CU929237.1
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00003,RF00003
RF00156,RF00156
RNU6-651P,RF00026
RNU6-651P,RF00026
RNU6-651P,RF00026
RNU6-651P,RF00026
RNU6-651P,RF00026
RNU6-651P,RF00026
RNU6-651P,RF00026
RNU6-651P,RF00026
RNU6-651P,RF00026
RNU6-651P,RF00026
RNU6-651P,RF00026
RNU6-651P,RF00026
